PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Cabin,Embarked,Age
146,0,2,1,1,1,36.75,0,3,19
147,1,3,1,0,0,7.7958,0,3,27
148,0,3,0,2,2,34.375,0,3,9
149,0,2,1,0,2,26,1,3,36.5
150,0,2,1,0,0,13,0,3,42
151,0,2,1,0,0,12.525,0,3,51
152,1,1,0,1,0,66.6,1,3,22
153,0,3,1,0,0,8.05,0,3,55.5
154,0,3,1,0,2,14.5,0,3,40.5
155,0,3,1,0,0,7.3125,0,3,
156,0,1,1,0,1,61.3792,0,1,51
157,1,3,0,0,0,7.7333,0,2,16
158,0,3,1,0,0,8.05,0,3,30
159,0,3,1,0,0,8.6625,0,3,
160,0,3,1,8,2,69.55,0,3,
161,0,3,1,0,1,16.1,0,3,44
162,1,2,0,0,0,15.75,0,3,40
163,0,3,1,0,0,7.775,0,3,26
164,0,3,1,0,0,8.6625,0,3,17
165,0,3,1,4,1,39.6875,0,3,1
166,1,3,1,0,2,20.525,0,3,9
167,1,1,0,0,1,55,1,3,
168,0,3,0,1,4,27.9,0,3,45
169,0,1,1,0,0,25.925,0,3,
170,0,3,1,0,0,56.4958,0,3,28
171,0,1,1,0,0,33.5,1,3,61
172,0,3,1,4,1,29.125,0,2,4
173,1,3,0,1,1,11.1333,0,3,1
174,0,3,1,0,0,7.925,0,3,21
175,0,1,1,0,0,30.6958,1,1,56
176,0,3,1,1,1,7.8542,0,3,18
177,0,3,1,3,1,25.4667,0,3,
178,0,1,0,0,0,28.7125,1,1,50
179,0,2,1,0,0,13,0,3,30
180,0,3,1,0,0,0,0,3,36
181,0,3,0,8,2,69.55,0,3,
182,0,2,1,0,0,15.05,0,1,
183,0,3,1,4,2,31.3875,0,3,9
184,1,2,1,2,1,39,1,3,1
185,1,3,0,0,2,22.025,0,3,4
186,0,1,1,0,0,50,1,3,
187,1,3,0,1,0,15.5,0,2,
188,1,1,1,0,0,26.55,0,3,45
189,0,3,1,1,1,15.5,0,2,40
190,0,3,1,0,0,7.8958,0,3,36
191,1,2,0,0,0,13,0,3,32
192,0,2,1,0,0,13,0,3,19
193,1,3,0,1,0,7.8542,0,3,19
194,1,2,1,1,1,26,1,3,3
195,1,1,0,0,0,27.7208,1,1,44
196,1,1,0,0,0,146.5208,1,1,58
197,0,3,1,0,0,7.75,0,2,
198,0,3,1,0,1,8.4042,0,3,42
199,1,3,0,0,0,7.75,0,2,
200,0,2,0,0,0,13,0,3,24
201,0,3,1,0,0,9.5,0,3,28
202,0,3,1,8,2,69.55,0,3,
203,0,3,1,0,0,6.4958,0,3,34
204,0,3,1,0,0,7.225,0,1,45.5
205,1,3,1,0,0,8.05,0,3,18
206,0,3,0,0,1,10.4625,1,3,2
207,0,3,1,1,0,15.85,0,3,32
208,1,3,1,0,0,18.7875,0,1,26
209,1,3,0,0,0,7.75,0,2,16
210,1,1,1,0,0,31,1,1,40
211,0,3,1,0,0,7.05,0,3,24
212,1,2,0,0,0,21,0,3,35
213,0,3,1,0,0,7.25,0,3,22
214,0,2,1,0,0,13,0,3,30
215,0,3,1,1,0,7.75,0,2,
216,1,1,0,1,0,113.275,1,1,31
217,1,3,0,0,0,7.925,0,3,27
218,0,2,1,1,0,27,0,3,42
219,1,1,0,0,0,76.2917,1,1,32
220,0,2,1,0,0,10.5,0,3,30
221,1,3,1,0,0,8.05,0,3,16
222,0,2,1,0,0,13,0,3,27
223,0,3,1,0,0,8.05,0,3,51
224,0,3,1,0,0,7.8958,0,3,
225,1,1,1,1,0,90,1,3,38
226,0,3,1,0,0,9.35,0,3,22
227,1,2,1,0,0,10.5,0,3,19
228,0,3,1,0,0,7.25,0,3,20.5
229,0,2,1,0,0,13,0,3,18
230,0,3,0,3,1,25.4667,0,3,
231,1,1,0,1,0,83.475,1,3,35
232,0,3,1,0,0,7.775,0,3,29
233,0,2,1,0,0,13.5,0,3,59
234,1,3,0,4,2,31.3875,0,3,5
235,0,2,1,0,0,10.5,0,3,24
236,0,3,0,0,0,7.55,0,3,
237,0,2,1,1,0,26,0,3,44
238,1,2,0,0,2,26.25,0,3,8
239,0,2,1,0,0,10.5,0,3,19
240,0,2,1,0,0,12.275,0,3,33
241,0,3,0,1,0,14.4542,0,1,
242,1,3,0,1,0,15.5,0,2,
243,0,2,1,0,0,10.5,0,3,29
244,0,3,1,0,0,7.125,0,3,22
245,0,3,1,0,0,7.225,0,1,30
246,0,1,1,2,0,90,1,2,44
247,0,3,0,0,0,7.775,0,3,25
248,1,2,0,0,2,14.5,0,3,24
249,1,1,1,1,1,52.5542,1,3,37
250,0,2,1,1,0,26,0,3,54
251,0,3,1,0,0,7.25,0,3,
252,0,3,0,1,1,10.4625,1,3,29
253,0,1,1,0,0,26.55,1,3,62
254,0,3,1,1,0,16.1,0,3,30
255,0,3,0,0,2,20.2125,0,3,41
256,1,3,0,0,2,15.2458,0,1,29
257,1,1,0,0,0,79.2,0,1,
258,1,1,0,0,0,86.5,1,3,30
259,1,1,0,0,0,512.3292,0,1,35
260,1,2,0,0,1,26,0,3,50
261,0,3,1,0,0,7.75,0,2,
262,1,3,1,4,2,31.3875,0,3,3
263,0,1,1,1,1,79.65,1,3,52
264,0,1,1,0,0,0,1,3,40
265,0,3,0,0,0,7.75,0,2,
266,0,2,1,0,0,10.5,0,3,36
267,0,3,1,4,1,39.6875,0,3,16
268,1,3,1,1,0,7.775,0,3,25
269,1,1,0,0,1,153.4625,1,3,58
270,1,1,0,0,0,135.6333,1,3,35
271,0,1,1,0,0,31,0,3,
272,1,3,1,0,0,0,0,3,25
273,1,2,0,0,1,19.5,0,3,41
274,0,1,1,0,1,29.7,1,1,37
275,1,3,0,0,0,7.75,0,2,
276,1,1,0,1,0,77.9583,1,3,63
277,0,3,0,0,0,7.75,0,3,45
278,0,2,1,0,0,0,0,3,
279,0,3,1,4,1,29.125,0,2,7
280,1,3,0,1,1,20.25,0,3,35
281,0,3,1,0,0,7.75,0,2,65
282,0,3,1,0,0,7.8542,0,3,28
283,0,3,1,0,0,9.5,0,3,16
284,1,3,1,0,0,8.05,0,3,19
285,0,1,1,0,0,26,1,3,
286,0,3,1,0,0,8.6625,0,1,33
287,1,3,1,0,0,9.5,0,3,30
288,0,3,1,0,0,7.8958,0,3,22
289,1,2,1,0,0,13,0,3,42
290,1,3,0,0,0,7.75,0,2,22
291,1,1,0,0,0,78.85,0,3,26
292,1,1,0,1,0,91.0792,1,1,19
293,0,2,1,0,0,12.875,1,1,36
294,0,3,0,0,0,8.85,0,3,24
295,0,3,1,0,0,7.8958,0,3,24
296,0,1,1,0,0,27.7208,0,1,
297,0,3,1,0,0,7.2292,0,1,23.5
298,0,1,0,1,2,151.55,1,3,2
299,1,1,1,0,0,30.5,1,3,
300,1,1,0,0,1,247.5208,1,1,50
301,1,3,0,0,0,7.75,0,2,
302,1,3,1,2,0,23.25,0,2,
303,0,3,1,0,0,0,0,3,19
304,1,2,0,0,0,12.35,1,2,
305,0,3,1,0,0,8.05,0,3,
306,1,1,1,1,2,151.55,1,3,0.92
307,1,1,0,0,0,110.8833,0,1,
308,1,1,0,1,0,108.9,1,1,17
309,0,2,1,1,0,24,0,1,30
310,1,1,0,0,0,56.9292,1,1,30
311,1,1,0,0,0,83.1583,1,1,24
312,1,1,0,2,2,262.375,1,1,18
313,0,2,0,1,1,26,0,3,26
314,0,3,1,0,0,7.8958,0,3,28
315,0,2,1,1,1,26.25,0,3,43
316,1,3,0,0,0,7.8542,0,3,26
317,1,2,0,1,0,26,0,3,24
318,0,2,1,0,0,14,0,3,54
319,1,1,0,0,2,164.8667,1,3,31
320,1,1,0,1,1,134.5,1,1,40
321,0,3,1,0,0,7.25,0,3,22
322,0,3,1,0,0,7.8958,0,3,27
323,1,2,0,0,0,12.35,0,2,30
324,1,2,0,1,1,29,0,3,22
325,0,3,1,8,2,69.55,0,3,
326,1,1,0,0,0,135.6333,1,1,36
327,0,3,1,0,0,6.2375,0,3,61
328,1,2,0,0,0,13,1,3,36
329,1,3,0,1,1,20.525,0,3,31
330,1,1,0,0,1,57.9792,1,1,16
331,1,3,0,2,0,23.25,0,2,
332,0,1,1,0,0,28.5,1,3,45.5
333,0,1,1,0,1,153.4625,1,3,38
334,0,3,1,2,0,18,0,3,16
335,1,1,0,1,0,133.65,0,3,
336,0,3,1,0,0,7.8958,0,3,
337,0,1,1,1,0,66.6,1,3,29
338,1,1,0,0,0,134.5,1,1,41
339,1,3,1,0,0,8.05,0,3,45
340,0,1,1,0,0,35.5,1,3,45
341,1,2,1,1,1,26,1,3,2
342,1,1,0,3,2,263,1,3,24
343,0,2,1,0,0,13,0,3,28
344,0,2,1,0,0,13,0,3,25
345,0,2,1,0,0,13,0,3,36
346,1,2,0,0,0,13,1,3,24
347,1,2,0,0,0,13,0,3,40
348,1,3,0,1,0,16.1,0,3,
349,1,3,1,1,1,15.9,0,3,3
350,0,3,1,0,0,8.6625,0,3,42
351,0,3,1,0,0,9.225,0,3,23
352,0,1,1,0,0,35,1,3,
353,0,3,1,1,1,7.2292,0,1,15
354,0,3,1,1,0,17.8,0,3,25
355,0,3,1,0,0,7.225,0,1,
356,0,3,1,0,0,9.5,0,3,28
357,1,1,0,0,1,55,1,3,22
358,0,2,0,0,0,13,0,3,38
359,1,3,0,0,0,7.8792,0,2,
360,1,3,0,0,0,7.8792,0,2,
361,0,3,1,1,4,27.9,0,3,40
362,0,2,1,1,0,27.7208,0,1,29
363,0,3,0,0,1,14.4542,0,1,45
364,0,3,1,0,0,7.05,0,3,35
365,0,3,1,1,0,15.5,0,2,
366,0,3,1,0,0,7.25,0,3,30
367,1,1,0,1,0,75.25,1,1,60
368,1,3,0,0,0,7.2292,0,1,
369,1,3,0,0,0,7.75,0,2,
370,1,1,0,0,0,69.3,1,1,24
371,1,1,1,1,0,55.4417,1,1,25
372,0,3,1,1,0,6.4958,0,3,18
373,0,3,1,0,0,8.05,0,3,19
374,0,1,1,0,0,135.6333,0,1,22
375,0,3,0,3,1,21.075,0,3,3
376,1,1,0,1,0,82.1708,0,1,
377,1,3,0,0,0,7.25,0,3,22
378,0,1,1,0,2,211.5,1,1,27
379,0,3,1,0,0,4.0125,0,1,20
380,0,3,1,0,0,7.775,0,3,19
381,1,1,0,0,0,227.525,0,1,42
382,1,3,0,0,2,15.7417,0,1,1
383,0,3,1,0,0,7.925,0,3,32
384,1,1,0,1,0,52,0,3,35
385,0,3,1,0,0,7.8958,0,3,
386,0,2,1,0,0,73.5,0,3,18
387,0,3,1,5,2,46.9,0,3,1
388,1,2,0,0,0,13,0,3,36
389,0,3,1,0,0,7.7292,0,2,
390,1,2,0,0,0,12,0,1,17
391,1,1,1,1,2,120,1,3,36
392,1,3,1,0,0,7.7958,0,3,21
393,0,3,1,2,0,7.925,0,3,28
394,1,1,0,1,0,113.275,1,1,23
395,1,3,0,0,2,16.7,1,3,24
396,0,3,1,0,0,7.7958,0,3,22
397,0,3,0,0,0,7.8542,0,3,31
398,0,2,1,0,0,26,0,3,46
399,0,2,1,0,0,10.5,0,3,23
400,1,2,0,0,0,12.65,0,3,28
401,1,3,1,0,0,7.925,0,3,39
402,0,3,1,0,0,8.05,0,3,26
403,0,3,0,1,0,9.825,0,3,21
404,0,3,1,1,0,15.85,0,3,28
405,0,3,0,0,0,8.6625,0,3,20
406,0,2,1,1,0,21,0,3,34
407,0,3,1,0,0,7.75,0,3,51
408,1,2,1,1,1,18.75,0,3,3
409,0,3,1,0,0,7.775,0,3,21
410,0,3,0,3,1,25.4667,0,3,
411,0,3,1,0,0,7.8958,0,3,
412,0,3,1,0,0,6.8583,0,2,
413,1,1,0,1,0,90,1,2,33
414,0,2,1,0,0,0,0,3,
415,1,3,1,0,0,7.925,0,3,44
416,0,3,0,0,0,8.05,0,3,
417,1,2,0,1,1,32.5,0,3,34
418,1,2,0,0,2,13,0,3,18
419,0,2,1,0,0,13,0,3,30
420,0,3,0,0,2,24.15,0,3,10
421,0,3,1,0,0,7.8958,0,1,
422,0,3,1,0,0,7.7333,0,2,21
423,0,3,1,0,0,7.875,0,3,29
424,0,3,0,1,1,14.4,0,3,28
425,0,3,1,1,1,20.2125,0,3,18
426,0,3,1,0,0,7.25,0,3,
427,1,2,0,1,0,26,0,3,28
428,1,2,0,0,0,26,0,3,19
429,0,3,1,0,0,7.75,0,2,
430,1,3,1,0,0,8.05,1,3,32
431,1,1,1,0,0,26.55,1,3,28
432,1,3,0,1,0,16.1,0,3,
433,1,2,0,1,0,26,0,3,42
434,0,3,1,0,0,7.125,0,3,17
435,0,1,1,1,0,55.9,1,3,50
436,1,1,0,1,2,120,1,3,14
437,0,3,0,2,2,34.375,0,3,21
438,1,2,0,2,3,18.75,0,3,24
439,0,1,1,1,4,263,1,3,64
440,0,2,1,0,0,10.5,0,3,31
441,1,2,0,1,1,26.25,0,3,45
442,0,3,1,0,0,9.5,0,3,20
443,0,3,1,1,0,7.775,0,3,25
444,1,2,0,0,0,13,0,3,28
445,1,3,1,0,0,8.1125,0,3,
446,1,1,1,0,2,81.8583,1,3,4
447,1,2,0,0,1,19.5,0,3,13
448,1,1,1,0,0,26.55,0,3,34
449,1,3,0,2,1,19.2583,0,1,5
450,1,1,1,0,0,30.5,1,3,52
451,0,2,1,1,2,27.75,0,3,36
452,0,3,1,1,0,19.9667,0,3,
453,0,1,1,0,0,27.75,1,1,30
454,1,1,1,1,0,89.1042,1,1,49
455,0,3,1,0,0,8.05,0,3,
456,1,3,1,0,0,7.8958,0,1,29
457,0,1,1,0,0,26.55,1,3,65
458,1,1,0,1,0,51.8625,1,3,
459,1,2,0,0,0,10.5,0,3,50
460,0,3,1,0,0,7.75,0,2,
461,1,1,1,0,0,26.55,1,3,48
462,0,3,1,0,0,8.05,0,3,34
463,0,1,1,0,0,38.5,1,3,47
464,0,2,1,0,0,13,0,3,48
465,0,3,1,0,0,8.05,0,3,
466,0,3,1,0,0,7.05,0,3,38
467,0,2,1,0,0,0,0,3,
468,0,1,1,0,0,26.55,0,3,56
469,0,3,1,0,0,7.725,0,2,
470,1,3,0,2,1,19.2583,0,1,0.75
471,0,3,1,0,0,7.25,0,3,
472,0,3,1,0,0,8.6625,0,3,38
473,1,2,0,1,2,27.75,0,3,33
474,1,2,0,0,0,13.7917,1,1,23
475,0,3,0,0,0,9.8375,0,3,22
476,0,1,1,0,0,52,1,3,
477,0,2,1,1,0,21,0,3,34
478,0,3,1,1,0,7.0458,0,3,29
479,0,3,1,0,0,7.5208,0,3,22
480,1,3,0,0,1,12.2875,0,3,2
481,0,3,1,5,2,46.9,0,3,9
482,0,2,1,0,0,0,0,3,
483,0,3,1,0,0,8.05,0,3,50
484,1,3,0,0,0,9.5875,0,3,63
485,1,1,1,1,0,91.0792,1,1,25
486,0,3,0,3,1,25.4667,0,3,
487,1,1,0,1,0,90,1,3,35
488,0,1,1,0,0,29.7,1,1,58
489,0,3,1,0,0,8.05,0,3,30
490,1,3,1,1,1,15.9,0,3,9
491,0,3,1,1,0,19.9667,0,3,
492,0,3,1,0,0,7.25,0,3,21
493,0,1,1,0,0,30.5,1,3,55
494,0,1,1,0,0,49.5042,0,1,71
495,0,3,1,0,0,8.05,0,3,21
496,0,3,1,0,0,14.4583,0,1,
497,1,1,0,1,0,78.2667,1,1,54
498,0,3,1,0,0,15.1,0,3,
499,0,1,0,1,2,151.55,1,3,25
500,0,3,1,0,0,7.7958,0,3,24
501,0,3,1,0,0,8.6625,0,3,17
502,0,3,0,0,0,7.75,0,2,21
503,0,3,0,0,0,7.6292,0,2,
504,0,3,0,0,0,9.5875,0,3,37
505,1,1,0,0,0,86.5,1,3,16
506,0,1,1,1,0,108.9,1,1,18
507,1,2,0,0,2,26,0,3,33
508,1,1,1,0,0,26.55,0,3,
509,0,3,1,0,0,22.525,0,3,28
510,1,3,1,0,0,56.4958,0,3,26
511,1,3,1,0,0,7.75,0,2,29
512,0,3,1,0,0,8.05,0,3,
513,1,1,1,0,0,26.2875,1,3,36
514,1,1,0,1,0,59.4,0,1,54
515,0,3,1,0,0,7.4958,0,3,24
516,0,1,1,0,0,34.0208,1,3,47
517,1,2,0,0,0,10.5,1,3,34
518,0,3,1,0,0,24.15,0,2,
519,1,2,0,1,0,26,0,3,36
520,0,3,1,0,0,7.8958,0,3,32
521,1,1,0,0,0,93.5,1,3,30
522,0,3,1,0,0,7.8958,0,3,22
523,0,3,1,0,0,7.225,0,1,
524,1,1,0,0,1,57.9792,1,1,44
525,0,3,1,0,0,7.2292,0,1,
526,0,3,1,0,0,7.75,0,2,40.5
527,1,2,0,0,0,10.5,0,3,50
528,0,1,1,0,0,221.7792,1,3,
529,0,3,1,0,0,7.925,0,3,39
530,0,2,1,2,1,11.5,0,3,23
531,1,2,0,1,1,26,0,3,2
532,0,3,1,0,0,7.2292,0,1,
533,0,3,1,1,1,7.2292,0,1,17
534,1,3,0,0,2,22.3583,0,1,
535,0,3,0,0,0,8.6625,0,3,30
536,1,2,0,0,2,26.25,0,3,7
537,0,1,1,0,0,26.55,1,3,45
538,1,1,0,0,0,106.425,0,1,30
539,0,3,1,0,0,14.5,0,3,
540,1,1,0,0,2,49.5,1,1,22
541,1,1,0,0,2,71,1,3,36
542,0,3,0,4,2,31.275,0,3,9
543,0,3,0,4,2,31.275,0,3,11
544,1,2,1,1,0,26,0,3,32
545,0,1,1,1,0,106.425,1,1,50
546,0,1,1,0,0,26,0,3,64
547,1,2,0,1,0,26,0,3,19
548,1,2,1,0,0,13.8625,0,1,
549,0,3,1,1,1,20.525,0,3,33
550,1,2,1,1,1,36.75,0,3,8
551,1,1,1,0,2,110.8833,1,1,17
552,0,2,1,0,0,26,0,3,27
553,0,3,1,0,0,7.8292,0,2,
554,1,3,1,0,0,7.225,0,1,22
555,1,3,0,0,0,7.775,0,3,22
556,0,1,1,0,0,26.55,0,3,62
557,1,1,0,1,0,39.6,1,1,48
558,0,1,1,0,0,227.525,0,1,
559,1,1,0,1,1,79.65,1,3,39
560,1,3,0,1,0,17.4,0,3,36
561,0,3,1,0,0,7.75,0,2,
562,0,3,1,0,0,7.8958,0,3,40
563,0,2,1,0,0,13.5,0,3,28
564,0,3,1,0,0,8.05,0,3,
565,0,3,0,0,0,8.05,0,3,
566,0,3,1,2,0,24.15,0,3,24
567,0,3,1,0,0,7.8958,0,3,19
568,0,3,0,0,4,21.075,0,3,29
569,0,3,1,0,0,7.2292,0,1,
570,1,3,1,0,0,7.8542,0,3,32
571,1,2,1,0,0,10.5,0,3,62
572,1,1,0,2,0,51.4792,1,3,53
573,1,1,1,0,0,26.3875,1,3,36
574,1,3,0,0,0,7.75,0,2,
575,0,3,1,0,0,8.05,0,3,16
576,0,3,1,0,0,14.5,0,3,19
577,1,2,0,0,0,13,0,3,34
578,1,1,0,1,0,55.9,1,3,39
579,0,3,0,1,0,14.4583,0,1,
580,1,3,1,0,0,7.925,0,3,32
581,1,2,0,1,1,30,0,3,25
582,1,1,0,1,1,110.8833,1,1,39
583,0,2,1,0,0,26,0,3,54
584,0,1,1,0,0,40.125,1,1,36
585,0,3,1,0,0,8.7125,0,1,
586,1,1,0,0,2,79.65,1,3,18
587,0,2,1,0,0,15,0,3,47
588,1,1,1,1,1,79.2,1,1,60
589,0,3,1,0,0,8.05,0,3,22
590,0,3,1,0,0,8.05,0,3,
591,0,3,1,0,0,7.125,0,3,35
592,1,1,0,1,0,78.2667,1,1,52
593,0,3,1,0,0,7.25,0,3,47
594,0,3,0,0,2,7.75,0,2,
595,0,2,1,1,0,26,0,3,37
596,0,3,1,1,1,24.15,0,3,36
597,1,2,0,0,0,33,0,3,
598,0,3,1,0,0,0,0,3,49
599,0,3,1,0,0,7.225,0,1,
600,1,1,1,1,0,56.9292,1,1,49
601,1,2,0,2,1,27,0,3,24
602,0,3,1,0,0,7.8958,0,3,
603,0,1,1,0,0,42.4,0,3,
604,0,3,1,0,0,8.05,0,3,44
605,1,1,1,0,0,26.55,0,1,35
606,0,3,1,1,0,15.55,0,3,36
607,0,3,1,0,0,7.8958,0,3,30
608,1,1,1,0,0,30.5,0,3,27
609,1,2,0,1,2,41.5792,0,1,22
610,1,1,0,0,0,153.4625,1,3,40
611,0,3,0,1,5,31.275,0,3,39
612,0,3,1,0,0,7.05,0,3,
613,1,3,0,1,0,15.5,0,2,
614,0,3,1,0,0,7.75,0,2,
615,0,3,1,0,0,8.05,0,3,35
616,1,2,0,1,2,65,0,3,24
617,0,3,1,1,1,14.4,0,3,34
618,0,3,0,1,0,16.1,0,3,26
619,1,2,0,2,1,39,1,3,4
620,0,2,1,0,0,10.5,0,3,26
621,0,3,1,1,0,14.4542,0,1,27
622,1,1,1,1,0,52.5542,1,3,42
623,1,3,1,1,1,15.7417,0,1,20
624,0,3,1,0,0,7.8542,0,3,21
625,0,3,1,0,0,16.1,0,3,21
626,0,1,1,0,0,32.3208,1,3,61
627,0,2,1,0,0,12.35,0,2,57
628,1,1,0,0,0,77.9583,1,3,21
629,0,3,1,0,0,7.8958,0,3,26
630,0,3,1,0,0,7.7333,0,2,
631,1,1,1,0,0,30,1,3,80
632,0,3,1,0,0,7.0542,0,3,51
633,1,1,1,0,0,30.5,1,1,32
634,0,1,1,0,0,0,0,3,
635,0,3,0,3,2,27.9,0,3,9
636,1,2,0,0,0,13,0,3,28
637,0,3,1,0,0,7.925,0,3,32
